filename,image_path,label_path,review_image_path,detected,detection_count,bbox_pixel_x,bbox_pixel_y,bbox_pixel_w,bbox_pixel_h,bbox_yolo_x_center,bbox_yolo_y_center,bbox_yolo_w,bbox_yolo_h,contour_area,circularity,aspect_ratio,confidence_heuristic,roi_source,roi_x,roi_y,roi_w,roi_h,ignored_bottom_ratio,status,review_required,notes
20260505T154816399_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154816399_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154816399_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154816399_0800_hotkey_continuous.png,true,6,737,508,11,10,0.386719,0.475000,0.005729,0.009259,72.0,0.8758,1.1,0.8855,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154816399_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154816399_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154816399_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154816399_0800_hotkey_continuous.png,true,6,930,397,10,8,0.486979,0.371296,0.005208,0.007407,49.5,0.8707,1.25,0.8224,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154817338_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154817338_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154817338_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154817338_0800_hotkey_continuous.png,true,6,1034,885,12,12,0.541667,0.825000,0.006250,0.011111,100.0,0.9194,1.0,0.9516,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154817338_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154817338_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154817338_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154817338_0800_hotkey_continuous.png,true,6,919,599,10,10,0.481250,0.559259,0.005208,0.009259,64.0,0.8852,1.0,0.9311,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154817338_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154817338_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154817338_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154817338_0800_hotkey_continuous.png,true,6,910,786,11,11,0.476823,0.732870,0.005729,0.010185,80.0,0.8624,1.0,0.9175,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154817338_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154817338_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154817338_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154817338_0800_hotkey_continuous.png,true,6,1102,666,11,10,0.576823,0.621296,0.005729,0.009259,74.5,0.874,1.1,0.8844,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154817338_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154817338_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154817338_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154817338_0800_hotkey_continuous.png,true,6,935,493,9,8,0.489323,0.460185,0.004687,0.007407,51.5,0.8831,1.125,0.8799,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154817338_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154817338_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154817338_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154817338_0800_hotkey_continuous.png,true,6,1350,740,13,11,0.706510,0.690278,0.006771,0.010185,104.0,0.8983,1.1818,0.8663,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154818297_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154818297_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154818297_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154818297_0800_hotkey_continuous.png,true,6,957,703,10,10,0.501042,0.655556,0.005208,0.009259,71.0,0.9099,1.0,0.9459,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154818297_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154818297_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154818297_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154818297_0800_hotkey_continuous.png,true,6,1078,795,11,11,0.564323,0.741204,0.005729,0.010185,84.5,0.8805,1.0,0.9283,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154818297_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154818297_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154818297_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154818297_0800_hotkey_continuous.png,true,6,962,523,10,9,0.503646,0.488426,0.005208,0.008333,59.0,0.9362,1.1111,0.9172,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154818297_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154818297_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154818297_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154818297_0800_hotkey_continuous.png,true,6,1145,587,11,10,0.599219,0.548148,0.005729,0.009259,75.0,0.9123,1.1,0.9074,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154818297_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154818297_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154818297_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154818297_0800_hotkey_continuous.png,true,6,1421,788,14,12,0.743750,0.735185,0.007292,0.011111,120.0,0.8984,1.1667,0.8723,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154818297_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154818297_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154818297_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154818297_0800_hotkey_continuous.png,true,6,1396,658,14,11,0.730729,0.614352,0.007292,0.010185,106.5,0.8553,1.2727,0.8041,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154819248_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154819248_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154819248_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154819248_0800_hotkey_continuous.png,true,6,876,723,11,11,0.459115,0.674537,0.005729,0.010185,79.0,0.9132,1.0,0.9479,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154819248_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154819248_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154819248_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154819248_0800_hotkey_continuous.png,true,6,1071,355,10,10,0.560417,0.333333,0.005208,0.009259,65.5,0.8717,1.0,0.923,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154819248_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154819248_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154819248_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154819248_0800_hotkey_continuous.png,true,6,1175,709,11,10,0.614844,0.661111,0.005729,0.009259,79.5,0.9327,1.1,0.9196,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154819248_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154819248_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154819248_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154819248_0800_hotkey_continuous.png,true,6,758,344,10,9,0.397396,0.322685,0.005208,0.008333,63.0,0.9213,1.1111,0.9083,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154819248_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154819248_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154819248_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154819248_0800_hotkey_continuous.png,true,6,1165,596,11,10,0.609635,0.556481,0.005729,0.009259,74.0,0.9001,1.1,0.9001,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154819248_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154819248_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154819248_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154819248_0800_hotkey_continuous.png,true,6,759,636,11,10,0.398177,0.593519,0.005729,0.009259,73.5,0.8623,1.1,0.8774,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154820204_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154820204_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154820204_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154820204_0800_hotkey_continuous.png,true,6,923,538,9,9,0.483073,0.502315,0.004687,0.008333,54.0,0.9096,1.0,0.9457,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154820204_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154820204_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154820204_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154820204_0800_hotkey_continuous.png,true,6,1060,938,12,13,0.555208,0.874537,0.006250,0.012037,110.0,0.9102,0.9231,0.9153,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154820204_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154820204_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154820204_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154820204_0800_hotkey_continuous.png,true,6,931,833,11,12,0.487760,0.776852,0.005729,0.011111,86.0,0.8837,0.9167,0.8969,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154820204_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154820204_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154820204_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154820204_0800_hotkey_continuous.png,true,6,944,920,12,13,0.494792,0.857870,0.006250,0.012037,100.5,0.8572,0.9231,0.8835,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154820204_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154820204_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154820204_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154820204_0800_hotkey_continuous.png,true,6,1422,929,16,14,0.744792,0.866667,0.008333,0.012963,152.0,0.8786,1.1429,0.87,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154820204_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154820204_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154820204_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154820204_0800_hotkey_continuous.png,true,6,1384,785,14,12,0.724479,0.732407,0.007292,0.011111,117.5,0.855,1.1667,0.8463,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154821146_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154821146_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154821146_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154821146_0800_hotkey_continuous.png,true,6,970,594,10,10,0.507812,0.554630,0.005208,0.009259,66.0,0.9129,1.0,0.9477,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154821146_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154821146_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154821146_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154821146_0800_hotkey_continuous.png,true,6,1179,420,11,10,0.616927,0.393519,0.005729,0.009259,79.5,0.9327,1.1,0.9196,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154821146_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154821146_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154821146_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154821146_0800_hotkey_continuous.png,true,6,1071,609,10,9,0.560417,0.568056,0.005208,0.008333,65.5,0.9207,1.1111,0.908,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154821146_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154821146_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154821146_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154821146_0800_hotkey_continuous.png,true,6,1389,481,13,11,0.726823,0.450463,0.006771,0.010185,100.5,0.8954,1.1818,0.8645,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154821146_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154821146_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154821146_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154821146_0800_hotkey_continuous.png,true,6,1394,602,14,11,0.729688,0.562500,0.007292,0.010185,103.5,0.8827,1.2727,0.8206,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154821146_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154821146_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154821146_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154821146_0800_hotkey_continuous.png,true,6,957,525,10,8,0.501042,0.489815,0.005208,0.007407,39.5,0.6377,1.25,0.6826,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154822082_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154822082_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154822082_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154822082_0800_hotkey_continuous.png,true,6,949,238,11,11,0.497135,0.225463,0.005729,0.010185,82.0,0.9479,1.0,0.9688,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154822082_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154822082_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154822082_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154822082_0800_hotkey_continuous.png,true,6,833,425,10,9,0.436458,0.397685,0.005208,0.008333,64.0,0.9359,1.1111,0.9171,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154822082_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154822082_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154822082_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154822082_0800_hotkey_continuous.png,true,6,1057,333,11,10,0.553385,0.312963,0.005729,0.009259,78.5,0.921,1.1,0.9126,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154822082_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154822082_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154822082_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154822082_0800_hotkey_continuous.png,true,6,951,521,9,9,0.497656,0.486574,0.004687,0.008333,51.5,0.8314,1.0,0.8989,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154822082_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154822082_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154822082_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154822082_0800_hotkey_continuous.png,true,6,1248,396,12,11,0.653125,0.371759,0.006250,0.010185,83.5,0.8875,1.0909,0.8961,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154822082_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154822082_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154822082_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154822082_0800_hotkey_continuous.png,true,6,1247,510,12,10,0.652604,0.476852,0.006250,0.009259,79.0,0.8516,1.2,0.831,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154823034_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154823034_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154823034_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154823034_0800_hotkey_continuous.png,true,6,1070,522,10,10,0.559896,0.487963,0.005208,0.009259,68.5,0.9117,1.0,0.947,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154823034_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154823034_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154823034_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154823034_0800_hotkey_continuous.png,true,6,961,511,10,10,0.503125,0.477778,0.005208,0.009259,66.5,0.885,1.0,0.931,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154823034_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154823034_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154823034_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154823034_0800_hotkey_continuous.png,true,6,952,337,10,9,0.498437,0.316204,0.005208,0.008333,63.0,0.9213,1.1111,0.9083,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154823034_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154823034_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154823034_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154823034_0800_hotkey_continuous.png,true,6,1275,698,12,11,0.667188,0.651389,0.006250,0.010185,90.5,0.8995,1.0909,0.9034,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154823034_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154823034_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154823034_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154823034_0800_hotkey_continuous.png,true,6,965,437,10,9,0.505208,0.408796,0.005208,0.008333,62.5,0.8785,1.1111,0.8827,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
20260505T154823034_0800_hotkey_continuous.png,data\selected\phase2_yellow_ball\20260505T154823034_0800_hotkey_continuous.png,data\prelabels\phase2_yellow_ball\labels\20260505T154823034_0800_hotkey_continuous.txt,data\prelabels\phase2_yellow_ball\review_images\20260505T154823034_0800_hotkey_continuous.png,true,6,1263,582,12,10,0.660937,0.543519,0.006250,0.009259,83.0,0.8948,1.2,0.8569,metadata,0,0,1920,1040,0.0,prelabeled,true,offline_opencv_prelabel_requires_human_review_roi_limited
